title,description,task,keywords,address_name,latitude,longitude
브이아이피(VIP)요양원,담당업무 : - 종사자 관리 - 프로그램 진행 및 개발 - 요양원 관련 모든 행정업무 - 사회복지정보시스템 활용업무 - 노인장기요양보험공단업무 진행 - 입소자 상담 및 보호자 상담 - 후원관리 - 봉사자 관리 - 연간사업계획서작성 및 진행 - ...,- 종사자 관리 - 프로그램 진행 및 개발 - 요양원 관련 모든 행정업무 - 사회복지정보시스템 활용업무 - 노인장기요양보험공단업무 진행 - 입소자 상담 및 보호자 상담 - 후원관리 - 봉사자 관리 - 연간사업계획서작성 및 진행 - ...,"종사자, 프로그램, 요양원, 행정업무, 사회복지정보시스템, 활용업무, 노인장기요양보험공단업무, 입소자, 보호자, 후원관리, 봉사자, 연간사업계획서작성, ...",경기 양주시 덕계동 24-1,37.8051670129777,127.062090972848
(주)서애운수,담당업무 : 서초11 마을버스 초보위한 카운티 / 전기버스,서초11 마을버스 초보위한 카운티 / 전기버스,"서초11, 마을버스, 초보위한, 카운티, 전기버스",서울 서초구 방배동 1001-36,37.4821300206036,127.004513462299
세방금속기술(주),담당업무 : NC선반 조작으로 금형 가공,NC선반 조작으로 금형 가공,"NC선반, 조작으로",경남 김해시 진영읍 진영리 7-17,35.3118156194382,128.742293089798
주식회사현대에쓰앤에쓰,"담당업무 : 강동베이스타즈CC (울산 북구 미포산업로 800) ■ 홀서브구함 - 간단 홀서빙 업무 - 자격요건 : 보건증 소지자, 초보자가능 - 근무요일 : 주5일 스케줄 근무(신청휴무반영) - 근무시간 : 교대근무 05:00~14:00 / 0...","강동베이스타즈CC (울산 북구 미포산업로 800) ■ 홀서브구함 - 간단 홀서빙 업무 - 자격요건 : 보건증 소지자, 초보자가능 - 근무요일 : 주5일 스케줄 근무(신청휴무반영) - 근무시간 : 교대근무 05:00~14:00 / 0...","강동베이스타즈CC, (울산, 미포산업로, 800), 홀서브구함, 홀서빙, 자격요건, 보건증, 소지자,, 초보자가능, 근무요일, 주5일, 스케줄, 근무(신청휴무반영), 근무시간, 교대근무, 05:00~14:00, 0...",주소 없음,,
농업회사법인 동원청정포크주식회사,담당업무 : 육가공공장 배송 제품포장,육가공공장 배송 제품포장,"육가공공장, 제품포장",주소 없음,,
파주예은방문요양센터,담당업무 : - 4등급 남성 - 시간 : 오후 2:00 - 5:00 ( 월 수 금 ) / 주 3회 - 산책 및 청소 - 문의 : 010-9159-0690 - 파주 해솔마을 7단지,- 4등급 남성 - 시간 : 오후 2:00 - 5:00 ( 월 수 금 ) / 주 3회 - 산책 및 청소 - 문의 : 010-9159-0690 - 파주 해솔마을 7단지,"4등급, 2:00, 5:00, 010-9159-0690, 해솔마을, 7단지",경기 파주시 야당동 296-15,37.7259003076238,126.767759020095
로뎀요양원,"담당업무 : 노인요양시설 사회복지사 모십니다. 근무조건 : 9-18시 주 5일 자격조건 : 사회복지사 자격증 소지자 주 5일제 전산입력, cs교육, 프로그램기획, 운영관리 기타 행정업무 경력직외에는 수습2개월 있습니다. 소신있게 일하실수 있는 ...","노인요양시설 사회복지사 모십니다. 근무조건 : 9-18시 주 5일 자격조건 : 사회복지사 자격증 소지자 주 5일제 전산입력, cs교육, 프로그램기획, 운영관리 기타 행정업무 경력직외에는 수습2개월 있습니다. 소신있게 일하실수 있는 ...","노인요양시설, 사회복지사, 모십니다., 근무조건, 9-18시, 자격조건, 사회복지사, 자격증, 소지자, 5일제, 전산입력,, cs교육,, 프로그램기획,, 운영관리, 행정업무, 경력직외에는, 수습2개월, 있습니다., 소신있게, 일하실수, ...",경기 안산시 상록구 사동 1255-1,37.30126077909,126.855559417502
푸른숲요양원,담당업무 : 푸른숲 요양원에서 근무 하실 요양보호사 선생님 모십니다. 주간 근무 식사제공 4대보험 퇴직연금,푸른숲 요양원에서 근무 하실 요양보호사 선생님 모십니다. 주간 근무 식사제공 4대보험 퇴직연금,"푸른숲, 요양원에서, 요양보호사, 선생님, 모십니다., 식사제공, 4대보험, 퇴직연금",경기 남양주시 진접읍 금곡리 510,37.7256583730225,127.202180837023
우리노인복지센터,"담당업무 : - 4등급 할아버지(신체활동, 정서지원, 가사 및 일상생활지원 ) - 주 6일근무(09:00~12:00) - 시급 9,860원+주휴수당+연차수당+기타수당 총 12,500원 ** 근로계약기간의 정함이 없는 근로자를 채용하는 것이라 하...","- 4등급 할아버지(신체활동, 정서지원, 가사 및 일상생활지원 ) - 주 6일근무(09:00~12:00) - 시급 9,860원+주휴수당+연차수당+기타수당 총 12,500원","4등급, 할아버지(신체활동,, 정서지원,, 일상생활지원, 6일근무(09:00~12:00), 9,860원+주휴수당+연차수당+기타수당, 12,500원, 근로계약기간의, 정함이, 근로자를, 채용하는, 것이라, 하...",전북특별자치도 전주시 덕진구 진북동 1124-125,35.82166044108255,127.13356309391754
(주)강진테크,"담당업무 : 자동차 부품 생산 열간 및 냉간 단조 프레스 업체 현장 관리, 생산 인원 관리, 금형 관리 사원 또는 대리급 직원 모집합니다.","자동차 부품 생산 열간 및 냉간 단조 프레스 업체 현장 관리, 생산 인원 관리, 금형 관리 사원 또는 대리급 직원 모집합니다.","자동차, 프레스, 관리,, 관리,, 대리급, 모집합니다.",경남 김해시 진영읍 본산리 313-11,35.313393030216,128.755353446836
주식회사하나종합관리,"담당업무 : 아파트 청소(미화원), 양산시 평산 회야로 167 소재 아파트","아파트 청소(미화원), 양산시 평산 회야로 167 소재 아파트","아파트, 청소(미화원),, 양산시, 회야로, 167, 아파트",충남 천안시 서북구 쌍용동 1674,36.79044420729614,127.1175055415587
(주) 한빛테크,"담당업무 : - 볼트체결장비 기술영업,거래처관리 및 유지보수","- 볼트체결장비 기술영업,거래처관리 및 유지보수","볼트체결장비, 기술영업,거래처관리, 유지보수",인천 서구 석남동 223-801,37.50506993654135,126.66481638675813
주식회사에코센스,담당업무 : 플라스틱 용기 제조관련 단순노무직 직원 구인합니다.,플라스틱 용기 제조관련 단순노무직 직원 구인합니다.,"플라스틱, 제조관련, 단순노무직, 구인합니다.",서울 금천구 가산동 517-4,37.48509537837603,126.87884630957187
(주)삼우화학,담당업무 : 그라비아 인쇄 보조 생산직 모집건입니다,그라비아 인쇄 보조 생산직 모집건입니다,"그라비아, 생산직, 모집건입니다",경기 광주시 초월읍 신월리 541-1,37.40237244974451,127.31163572171019
농업회사법인 동원청정포크주식회사,담당업무 : 육가공 현장내 성형작업,육가공 현장내 성형작업,"육가공, 현장내, 성형작업",주소 없음,,
(주)오톡스,"담당업무 : - 당사는 건설중장비용 고무부품제조업체로서, 생산직 사원을 충원하고 있습니다. - 모집집종 : 고무배합, 고무내리원 1명 고무제품 생산원 1명 병특업체로 보충역 지원 가능 수습기간은 3개월이며, 수습기간동안 급여는 100%지급됩니다...","- 당사는 건설중장비용 고무부품제조업체로서, 생산직 사원을 충원하고 있습니다. - 모집집종 : 고무배합, 고무내리원 1명 고무제품 생산원 1명 병특업체로 보충역 지원 가능 수습기간은 3개월이며, 수습기간동안 급여는 100%지급됩니다...","당사는, 건설중장비용, 고무부품제조업체로서,, 생산직, 사원을, 충원하고, 있습니다., 모집집종, 고무배합,, 고무내리원, 고무제품, 생산원, 병특업체로, 보충역, 수습기간은, 3개월이며,, 수습기간동안, 급여는, 100%지급됩니다...",경기 고양시 일산동구 설문동 43-3,37.7217586348387,126.821018523536
(주)아티,"담당업무 : (주) 아티는 2010년 설립된 회사이며 문구,완구 유통업체입니다. 담당업무: 물류창고 담당원 매입상품 하역, 출고상품 포장","(주) 아티는 2010년 설립된 회사이며 문구,완구 유통업체입니다. 담당업무: 물류창고 담당원 매입상품 하역, 출고상품 포장","(주), 아티는, 2010년, 설립된, 회사이며, 문구,완구, 유통업체입니다., 담당업무:, 물류창고, 담당원, 매입상품, 하역,, 출고상품",주소 없음,,
한국메티슨특수가스(주),"담당업무 : [2024년 충남 미래로 일자리 박람회] *모집직종 : 반도체용 특수가스 충전 *자격조건: 고졸~초대졸 *급여조건: 연봉 3,200만원 *우대사항: · 화학 전공, 이공계열 우대 · 동종업계 근무 경험자 · 아래 관련 업종 경험자 ...",[2024년 충남 미래로 일자리 박람회],"[2024년, 미래로, 일자리, 박람회], *모집직종, 반도체용, 특수가스, *자격조건:, 고졸~초대졸, *급여조건:, 3,200만원, *우대사항:, 전공,, 이공계열, 동종업계, 경험자, 경험자, ...",충남 아산시 음봉면 삼거리 91-1,36.8569645470731,127.020175351044
주식회사탑체어,담당업무 : 의자는 조립.하는일 단순 노동입니다.,의자는 조립.하는일 단순 노동입니다.,"의자는, 조립.하는일, 노동입니다.",주소 없음,,
(주)아이비에스인더스트리,"담당업무 : [미화직원] 미화사원 : 1,920,000원 근무 시간 : 07:00~16:00 근무형태 : 주5일 근무 근무지역 : 송파농협빌딩(문정역 3번 출구 30m 거리) 복 지 : 4대보험, 퇴직금,근무복 지급 업무내용 : 1. 사무실청소...","[미화직원] 미화사원 : 1,920,000원 근무 시간 : 07:00~16:00 근무형태 : 주5일 근무 근무지역 : 송파농협빌딩(문정역 3번 출구 30m 거리) 복 지 : 4대보험, 퇴직금,근무복 지급 업무내용 : 1. 사무실청소...","[미화직원], 미화사원, 1,920,000원, 07:00~16:00, 근무형태, 주5일, 근무지역, 송파농협빌딩(문정역, 30m, 거리), 4대보험,, 퇴직금,근무복, 업무내용, 사무실청소...",서울 강남구 역삼동 662-17,37.5055672219906,127.040923386183
가정방문복지센터,"담당업무 : ✔ 부산광역시 수영구 광안해변로 418 텀비치푸르지오) 101동 102호 ✔ 4등급 여자 어르신 ✔ 식사지원, 가사지원, 신체활동 ✔ 주6일(월~토/오전 10:00~13:00) ✔시급 : 12,400원(기본급 9,860원) *제세수...","✔ 부산광역시 수영구 광안해변로 418 텀비치푸르지오) 101동 102호 ✔ 4등급 여자 어르신 ✔ 식사지원, 가사지원, 신체활동 ✔ 주6일(월~토/오전 10:00~13:00) ✔시급 : 12,400원(기본급 9,860원)","부산광역시, 수영구, 광안해변로, 418, 텀비치푸르지오), 101동, 102호, 4등급, 어르신, 식사지원,, 가사지원,, 신체활동, 주6일(월~토/오전, 10:00~13:00), ✔시급, 12,400원(기본급, 9,860원), *제세수...",부산 수영구 민락동 155-21,35.160372373681206,129.12049010331353
도도성형외과,담당업무 : 수술실 어시스트와 환자관리가 주 업무입니다. 원장님께서 직접 기초부터 차분히 교육해주십니다. 성형수술에 관해 처음부터 배우실분들은 좋은 기회가 될 수 있답니다. 리프팅 전문 수술 병원이고 재수술및 난이도있는 수술이 많은편입니다.,수술실 어시스트와 환자관리가 주 업무입니다. 원장님께서 직접 기초부터 차분히 교육해주십니다. 성형수술에 관해 처음부터 배우실분들은 좋은 기회가 될 수 있답니다. 리프팅 전문 수술 병원이고 재수술및 난이도있는 수술이 많은편입니다.,"수술실, 어시스트와, 환자관리가, 업무입니다., 원장님께서, 기초부터, 차분히, 교육해주십니다., 성형수술에, 처음부터, 배우실분들은, 기회가, 있답니다., 리프팅, 병원이고, 재수술및, 난이도있는, 수술이, 많은편입니다.",서울 동대문구 장안동 464-7,37.56157722099063,127.06632275399444
제이에이치건설(주),담당업무 : -토공사 및 흙막이 유경험자 -건축토목현장관리 -아파트건축토목현장관리 -아파트부대토목현장관리 -도로건설 -상.하수도 -안전관리 -대리 ~ 차장급 현장실무자,-토공사 및 흙막이 유경험자 -건축토목현장관리 -아파트건축토목현장관리 -아파트부대토목현장관리 -도로건설 -상.하수도 -안전관리 -대리 ~ 차장급 현장실무자,"-토공사, 흙막이, 유경험자, -건축토목현장관리, -아파트건축토목현장관리, -아파트부대토목현장관리, -도로건설, -상.하수도, -안전관리, -대리, 차장급, 현장실무자",전남 장흥군 장흥읍 동동리 274-1,34.67900258900887,126.89931828023357
(주)월드산업-파주지점,"담당업무 : 네프킨, 화장지 생산 업무","네프킨, 화장지 생산 업무","네프킨,, 화장지",주소 없음,,
(주)윌앤비전,"담당업무 : [주5일]중앙모터스(벤츠) 세차 직원모집(6시간근무) 1.채용분야 및 업무내용 - 벤츠 서비스센터 차량세차 업무 2.응시자격 -연령무관 -운전가능자(필수) 3.급여체계 및 근무조건 -급여수준 : 월 1,548,020원(세전) -근무...","[주5일]중앙모터스(벤츠) 세차 직원모집(6시간근무) 1.채용분야 및 업무내용 - 벤츠 서비스센터 차량세차 업무 2.응시자격 -연령무관 -운전가능자(필수) 3.급여체계 및 근무조건 -급여수준 : 월 1,548,020원(세전) -근무...","[주5일]중앙모터스(벤츠), 직원모집(6시간근무), 1.채용분야, 업무내용, 서비스센터, 차량세차, 2.응시자격, -연령무관, -운전가능자(필수), 3.급여체계, 근무조건, -급여수준, 1,548,020원(세전), -근무...",서울 영등포구 당산동4가 80,37.5308702416352,126.898186472469
네이처런스(주),"담당업무 : 생산,연구·R&D","생산,연구·R&D","생산,연구·R&D",경남 김해시 진례면 송정리 105-12,35.2520362299899,128.754824789634
(주)천하코퍼레이션,"담당업무 : 상품기획·MD,기획·전략,영업·판매·무역","상품기획·MD,기획·전략,영업·판매·무역","상품기획·MD,기획·전략,영업·판매·무역",서울 송파구 문정동 508-1,37.48604893445052,127.11546562208534
주식회사엠피테크,담당업무 : 생산,생산,담당업무,경기 평택시 청북읍 율북리,37.0657120701544,126.969567667096
엠피테크(주),담당업무 : 생산,생산,담당업무,경기 평택시 청북읍 율북리,37.0657120701544,126.969567667096
엘라딕,담당업무 : 디자인,디자인,"디자인",주소 없음,,
(주)박셀바이오,담당업무 : 마케팅·홍보·조사,마케팅·홍보·조사,"마케팅·홍보·조사",전남 화순군 화순읍 내평리 734,35.0333335515399,126.961889789564
한국타이어잠실판매주식회사,"담당업무 : 타이어에 관련된 배송,작업,관리,물류 *근무시간(8:30~18:00 월,화,수,목,금/ 8:30~14:00토,공휴일/ 일요일휴무)주6일근무 *점심시간(12시~13시) *휴게시간(15~16시) *운전가능자(2종이상) *급여(월2,70...","타이어에 관련된 배송,작업,관리,물류","타이어에, 관련된, 배송,작업,관리,물류, *근무시간(8:30~18:00, 월,화,수,목,금/, 8:30~14:00토,공휴일/, 일요일휴무)주6일근무, *점심시간(12시~13시), *휴게시간(15~16시), *운전가능자(2종이상), *급여(월2,70...",주소 없음,,
(주)대원엘리베이터,담당업무 : 건설·건축,건설·건축,"건설·건축",경기 파주시 광탄면 발랑리 163,37.8073447887255,126.89802610391
윌테크놀러지(주),담당업무 : 구매·자재·물류,구매·자재·물류,"구매·자재·물류",경기 수원시 장안구 이목동 216,37.3191228997217,126.980301968136
(주)퓨렉스,"담당업무 : 서비스,건설·건축,총무·법무·사무","서비스,건설·건축,총무·법무·사무","서비스,건설·건축,총무·법무·사무",경기 안산시 단원구 원시동 816-1,37.320439803021,126.787244135364
(주)연이시스템,"담당업무 : 상품기획·MD,마케팅·홍보·조사,디자인","상품기획·MD,마케팅·홍보·조사,디자인","상품기획·MD,마케팅·홍보·조사,디자인",주소 없음,,
대전휠복원,"담당업무 : 서비스,생산","서비스,생산","서비스,생산",대전 중구 안영동 693-6,36.2867220011479,127.379150412892
(주)한솔요리학원,"담당업무 : 기획·전략,교육,고객상담·TM,인사·노무·HRD,영업·판매·무역","기획·전략,교육,고객상담·TM,인사·노무·HRD,영업·판매·무역","기획·전략,교육,고객상담·TM,인사·노무·HRD,영업·판매·무역",서울 종로구 관철동 6-1,37.569901455108,126.987358357226
(주)성진본고기,"담당업무 : 서비스,건설·건축","서비스,건설·건축","서비스,건설·건축",충북 음성군 삼성면 상곡리 299,37.00018135630241,127.45719820380724
(주)한솔요리학원,"담당업무 : 기획·전략,교육,고객상담·TM,인사·노무·HRD,영업·판매·무역","기획·전략,교육,고객상담·TM,인사·노무·HRD,영업·판매·무역","기획·전략,교육,고객상담·TM,인사·노무·HRD,영업·판매·무역",서울 종로구 관철동 6-1,37.569901455108,126.987358357226
(주)유틸렉스,"담당업무 : 생산,의료,연구·R&D","생산,의료,연구·R&D","생산,의료,연구·R&D",서울 금천구 가산동 319-8,37.47124727477337,126.88651284984998
(주)호민상사,담당업무 : 디자인,디자인,"디자인",대구 달서구 월성동 1319-1,35.8186630714892,128.52734022328
(주)원지,"담당업무 : 생산,구매·자재·물류","생산,구매·자재·물류","생산,구매·자재·물류",충남 아산시 염치읍 방현리 218-2,36.82230349693521,127.01369672962896
(주)다움코퍼레이션,"담당업무 : 상품기획·MD,마케팅·홍보·조사","상품기획·MD,마케팅·홍보·조사","상품기획·MD,마케팅·홍보·조사",서울 중랑구 면목동 91-85,37.5920562250387,127.086882693224
(주)제이세븐,"담당업무 : 서비스,기획·전략,영업·판매·무역","서비스,기획·전략,영업·판매·무역","서비스,기획·전략,영업·판매·무역",서울 송파구 가락동 112,37.4944064211229,127.122864946283
필라인의원,담당업무 : 의료,의료,담당업무,대구 중구 삼덕동1가 5-11,35.8678815346154,128.596292488796
(주)드림홀딩스,"담당업무 : 구매·자재·물류,운전·운송·배송","구매·자재·물류,운전·운송·배송","구매·자재·물류,운전·운송·배송",경기 수원시 권선구 고색동 977-1,37.2417801731793,126.974592310029
(주)현대리바트,담당업무 : 건설·건축,건설·건축,"건설·건축",경기 군포시 당정동 352-19,37.3526584294104,126.956774859242
디에스메탈,담당업무 : 생산,생산,담당업무,경북 경주시 외동읍 구어리 839-2,35.6947863866088,129.312695786264
에이치에스테크(HSTECH),"담당업무 : 기획·전략,회계·세무·재무,총무·법무·사무","기획·전략,회계·세무·재무,총무·법무·사무","기획·전략,회계·세무·재무,총무·법무·사무",주소 없음,,
신성통상(주),담당업무 : 디자인,디자인,"디자인",서울 강동구 둔촌동 444,37.5317245360972,127.140340249113
(주)따뜻한세상,담당업무 : 구매·자재·물류,구매·자재·물류,"구매·자재·물류",대구 서구 이현동 44-34,35.870501436522,128.545632925056
(주)미트대명사,"담당업무 : 구매·자재·물류,영업·판매·무역","구매·자재·물류,영업·판매·무역","구매·자재·물류,영업·판매·무역",서울 성동구 마장동 463-7,37.5702031157413,127.035557027095
서한기업(주),담당업무 : 금남농협 하나로마트 캐셔,금남농협 하나로마트 캐셔,"금남농협, 하나로마트",부산 금정구 장전동 60-7,35.2414313768626,129.088207446015
동남엔지니어링,담당업무 : 생산,생산,담당업무,서울 금천구 독산동 999-3,37.4690862996069,126.889950362469
제일윈텍(주),담당업무 : 영업·판매·무역,영업·판매·무역,"영업·판매·무역",충남 천안시 동남구 수신면 신풍리 97-12,36.7388990130278,127.274685608655
주식회사굿피플파트너,담당업무 : 생산,생산,담당업무,주소 없음,,
윈택스세무회계컨설팅,"담당업무 : 회계담당자,경리,세무담당자","회계담당자,경리,세무담당자","회계담당자,경리,세무담당자",서울 성동구 성수동1가 656-1076,37.5461716505985,127.046169007211
㈜디에스피,담당업무 : 생산,생산,담당업무,인천 서구 청라동 202-8,37.52451653366154,126.65832420261194
㈜씨포스트,"담당업무 : 마케팅·홍보·조사,기획·전략","마케팅·홍보·조사,기획·전략","마케팅·홍보·조사,기획·전략",경기 고양시 일산동구 장항동 867,37.6559643817613,126.772151934161
메라키,담당업무 : 서비스,서비스,"서비스",전북특별자치도 익산시 신동 784-20,35.9605527691722,126.959462832301
(주)화진바이오코스메틱,"담당업무 : 건설·건축,총무·법무·사무","건설·건축,총무·법무·사무","건설·건축,총무·법무·사무",강원특별자치도 홍천군 홍천읍 연봉리 113-19,37.678032527330735,127.87742969702283
㈜케이씨이앤씨,"담당업무 : 자재관리자,현장관리자,안전관리자,물류관리자,시설관리자","자재관리자,현장관리자,안전관리자,물류관리자,시설관리자","자재관리자,현장관리자,안전관리자,물류관리자,시설관리자",서울 강남구 삼성동 168-27,37.5097737253924,127.063908487015
윈윈에스텍 주식회사,담당업무 : -범용 선반 기기 조작,-범용 선반 기기 조작,"-범용",주소 없음,,
(주)청솔에프앤비,담당업무 : 구매·자재·물류,구매·자재·물류,"구매·자재·물류",경기 남양주시 일패동 744-29,37.61683341238482,127.1818626129221
현대에프엔비(주),담당업무 : 연구·R&D,연구·R&D,"연구·R&D",충남 아산시 선장면 선창리 264-12,36.7919472596217,126.878895671819
(주)한솔요리학원,"담당업무 : 미디어·문화·스포츠,마케팅·홍보·조사,디자인,기획·전략","미디어·문화·스포츠,마케팅·홍보·조사,디자인,기획·전략","미디어·문화·스포츠,마케팅·홍보·조사,디자인,기획·전략",서울 종로구 관철동 6-1,37.569901455108,126.987358357226
주식회사 알앤씨미디어,담당업무 : 화상회의 강의녹화 강사추적카메라 CMS AV,화상회의 강의녹화 강사추적카메라 CMS AV,"화상회의, 강의녹화, 강사추적카메라, CMS",서울 구로구 구로동 222-3,37.48258260781055,126.89704564513558
(주)보루,담당업무 : 건설·건축,건설·건축,"건설·건축",경남 합천군 합천읍 합천리 313-3,35.5656244497801,128.164905409101
더뉴필라테스울산동구점,"담당업무 : 서비스,미디어·문화·스포츠,고객상담·TM,영업·판매·무역","서비스,미디어·문화·스포츠,고객상담·TM,영업·판매·무역","서비스,미디어·문화·스포츠,고객상담·TM,영업·판매·무역",울산 동구 일산동 955-6,35.4974591657385,129.430291167936
주식회사굿피플파트너,담당업무 : 생산,생산,담당업무,주소 없음,,
㈜라온유앤지,"담당업무 : 간호사,간호조무사,영양사,조리사,원무행정,총무,약사·한약사,의료기사","간호사,간호조무사,영양사,조리사,원무행정,총무,약사·한약사,의료기사","간호사,간호조무사,영양사,조리사,원무행정,총무,약사·한약사,의료기사",서울 강남구 개포동 1164-24,37.474265143232735,127.05471094909225
(주)씨에스메디칼,담당업무 : 구매·자재·물류,구매·자재·물류,"구매·자재·물류",경기 평택시 청북읍 고렴리 182-2,37.048206760313924,126.92616191898507
